Age,Gender,Parental_Education,Family_Income,Previous_Grades,Attendance,Class_Participation,Study_Hours,Major,School_Type,Financial_Status,Parental_Involvement,Educational_Resources,Motivation,Self_Esteem,Stress_Levels,School_Environment,Professor_Quality,Class_Size,Extracurricular_Activities,Sleep_Patterns,Nutrition,Physical_Activity,Screen_Time,Educational_Tech_Use,Peer_Group,Bullying,Study_Space,Tutoring,Mentoring,Lack_of_Interest,Time_Wasted_on_Social_Media,Sports_Participation,Learning_Style
19.9,Female,,30000,B,,,7.2,Engineering,Public,Medium,Medium,Yes,Medium,,Medium,Positive,High,33.9,Yes,4.8,Healthy,Medium,5.2,Yes,Positive,No,Yes,No,Yes,Low,0.1,High,Visual
21.1,Female,College,Unknown,A,95.2,High,0.3,Arts,Private,Medium,Medium,No,High,Medium,High,Negative,Low,22.6,Yes,6.44,Balanced,Low,4.7,,Positive,No,Yes,Yes,Yes,Medium,3.4,,Auditory
20.2,Female,Graduate,30000,B,64.46,Low,6.3,Medicine,Public,Medium,Low,Yes,High,Medium,High,Positive,Medium,39.5,Yes,4.0,Balanced,High,0.7,Yes,,No,No,Yes,No,High,4.9,High,Kinesthetic
,Male,Graduate,,C,69.2,Low,2.3,Engineering,Private,Low,Low,Yes,Low,High,Medium,Negative,Low,20.9,Yes,5.5,Unhealthy,High,0.0,No,Neutral,No,Yes,Yes,No,High,5.0,High,Kinesthetic
20.1,Male,Some College,75000,A,74.6,High,3.3,Arts,Public,Low,Medium,Yes,High,Medium,High,Neutral,Medium,37.7,Yes,6.5,Balanced,Medium,3.8,No,Positive,No,Yes,Yes,Yes,Medium,2.2,Low,Auditory
22.6,Female,College,Unknown,B,73.8,Medium,6.7,Science,Public,,Medium,No,Low,High,High,Positive,Medium,28.1,No,5.5,Balanced,Medium,5.1,Yes,Neutral,No,Yes,Yes,Yes,Low,2.6,Medium,Visual
21.0,Male,High School,30000,B,80.4,Medium,6.5,Science,Public,,Medium,Yes,Medium,High,Medium,Positive,High,38.0,No,8.7,Balanced,,6.6,Yes,Negative,No,Yes,No,Yes,High,1.9,High,Visual
18.2,Male,High School,75000,A,,High,4.2,Science,Public,Medium,Medium,Yes,High,High,High,Positive,Medium,24.6,No,8.1,Balanced,Low,,Yes,Positive,,Yes,Yes,Yes,High,2.9,High,Visual
16.6,Male,Graduate,30000,C,94.3,Low,0.8,Engineering,Public,Low,Low,No,Low,Low,High,Neutral,Medium,36.7,Yes,4.3,Healthy,High,1.4,Yes,Positive,Yes,No,Yes,Yes,High,,High,Kinesthetic
22.0,Male,Graduate,75000,B,95.7,Medium,3.2,Engineering,Public,Medium,Low,,Medium,Medium,Medium,Positive,Medium,22.7,Yes,5.3,Healthy,High,1.3,No,Neutral,No,No,No,Yes,High,3.4,High,Auditory
23.1,Female,College,Unknown,A,,High,7.8,Medicine,Public,Medium,Low,No,Medium,High,Low,Positive,High,32.2,,4.3,Healthy,High,0.9,Yes,Neutral,No,Yes,Yes,,High,1.7,High,Visual
18.4,Female,Some College,30000,B,80.4,High,7.5,Engineering,Private,Low,High,Yes,High,Medium,Medium,Positive,Medium,38.5,Yes,6.3,Balanced,High,3.4,No,Positive,No,No,Yes,Yes,Medium,3.0,Low,Auditory
17.8,Female,High School,30000,A,96.6,Low,7.7,Engineering,Private,Low,Medium,Yes,High,High,Medium,,High,35.3,,6.8,Unhealthy,Medium,,Yes,Neutral,Yes,Yes,Yes,No,Low,2.4,High,Visual
25.2,Male,College,Unknown,B,63.6,High,2.02,Business,Private,Low,Low,No,Low,High,,Positive,High,30.2,Yes,4.6,Balanced,Low,5.3,Yes,Neutral,No,Yes,No,No,Medium,4.0,Low,Visual
20.1,,Graduate,30000,B,70.3,Medium,8.0,Medicine,Private,Low,Medium,,High,High,Medium,Positive,Medium,29.4,Yes,4.2,Balanced,Medium,6.7,Yes,Positive,No,Yes,No,Yes,Medium,1.7,Medium,Visual
15.0,Female,Some College,,A,79.4,High,5.2,Engineering,Private,High,Medium,,High,,High,Positive,Medium,,,6.9,Balanced,Medium,4.8,Yes,Positive,Yes,No,Yes,Yes,High,1.7,High,Auditory
19.3,Female,Graduate,30000,B,61.4,High,3.0,Science,Private,High,Medium,Yes,High,Medium,High,Positive,Medium,25.0,No,,Healthy,,3.6,No,Negative,No,Yes,Yes,Yes,Low,3.8,High,Auditory
19.5,Female,High School,40000,A,74.2,Medium,6.2,Medicine,Public,Medium,High,No,Low,High,,Positive,High,32.3,Yes,4.5,Unhealthy,High,5.1,Yes,Neutral,Yes,Yes,No,No,High,2.8,Low,Visual
20.6,Male,Some College,50000,B,71.7,High,1.6,Law,Public,Medium,Medium,No,High,Medium,Medium,Negative,Medium,22.5,Yes,7.0,Unhealthy,Low,,No,Positive,Yes,Yes,Yes,Yes,High,3.8,Medium,Auditory
17.5,Male,High School,Unknown,A,,High,6.3,Law,Private,Low,Medium,Yes,High,Low,Medium,Positive,High,37.7,Yes,8.1,Healthy,Medium,4.3,Yes,Positive,Yes,Yes,Yes,Yes,Low,2.5,High,Auditory
18.7,Female,Graduate,60000,B,94.0,Medium,0.4,Medicine,,Medium,Low,Yes,,High,Low,Negative,High,30.6,Yes,4.0,Healthy,High,0.7,No,,Yes,Yes,No,No,High,,High,Kinesthetic
22.0,Female,College,30000,B,65.5,High,3.2,Medicine,Private,Medium,High,Yes,High,Medium,High,Neutral,Medium,30.9,Yes,6.5,Healthy,High,9.42,No,Positive,No,Yes,Yes,Yes,Low,2.5,Medium,Auditory
19.5,Male,College,60000,B,,High,7.3,Business,Private,Medium,Medium,No,,High,High,Positive,Medium,38.8,Yes,4.6,Unhealthy,High,5.1,Yes,Neutral,No,Yes,,No,Medium,2.1,High,Visual
20.5,Female,College,50000,B,70.2,Low,2.53,Business,Private,Medium,Medium,Yes,Low,High,Medium,Positive,Medium,32.6,,7.5,Healthy,Low,,Yes,Negative,No,Yes,Yes,No,,3.1,High,Visual
17.4,Female,,,B,65.9,High,6.6,Law,Private,Medium,Low,Yes,High,Medium,Medium,Positive,Medium,,Yes,5.6,Healthy,High,1.2,No,Negative,No,Yes,No,Yes,High,0.8,High,Kinesthetic
,Female,College,,B,72.0,Low,5.0,Engineering,Private,High,Low,,,Low,High,Positive,Low,30.4,Yes,4.3,Balanced,High,0.9,Yes,Negative,No,Yes,Yes,Yes,High,0.7,High,Kinesthetic
19.0,Female,High School,Unknown,B,65.09,Medium,6.6,Law,Public,Medium,High,Yes,Low,High,High,Positive,Low,21.9,,5.4,Healthy,Low,6.3,Yes,Neutral,No,Yes,No,Yes,Medium,2.1,High,Visual
21.8,Female,,75000,C,72.2,Medium,7.3,Law,Public,Medium,Low,Yes,Medium,High,High,Positive,Medium,33.2,Yes,6.6,Unhealthy,Low,6.0,Yes,Positive,No,Yes,No,No,High,,Low,Visual
18.7,Female,High School,50000,B,67.6,Low,,Engineering,Public,Low,Low,No,Medium,High,Low,Positive,Medium,32.3,Yes,7.8,Balanced,High,6.3,Yes,Positive,No,Yes,Yes,No,Medium,1.3,High,Visual
23.6,Female,,30000,A,63.7,Medium,7.5,Law,Private,Medium,Low,Yes,Medium,High,,Negative,High,29.1,Yes,4.5,Balanced,High,1.6,Yes,Negative,No,No,No,Yes,High,2.9,High,Visual
18.3,Female,Some College,50000,B,89.2,High,7.2,Medicine,Private,High,Medium,Yes,Medium,High,Low,Positive,Medium,33.8,Yes,5.7,Balanced,High,5.2,,Positive,No,Yes,No,No,High,1.0,Medium,Kinesthetic
22.1,Male,College,75000,,98.1,Medium,5.1,Science,Private,Low,High,No,Low,Medium,Medium,Negative,Low,,Yes,4.3,Unhealthy,High,-0.3,Yes,Positive,No,Yes,No,No,High,1.0,High,Kinesthetic
21.7,,Graduate,50000,B,,Medium,6.6,Medicine,Private,,Medium,No,Low,High,Medium,Positive,High,,Yes,8.2,Unhealthy,Low,6.4,Yes,Negative,No,Yes,,,Medium,1.3,High,Visual
22.9,Male,Graduate,60000,B,,High,7.1,Engineering,Private,Medium,Medium,No,High,Medium,Medium,Positive,Medium,32.7,,8.1,Unhealthy,Medium,4.1,Yes,Positive,Yes,Yes,Yes,Yes,High,2.4,High,Auditory
19.5,Male,High School,40000,A,72.3,High,,Business,Private,Low,Medium,No,High,High,High,Neutral,Medium,25.8,No,6.9,Healthy,Medium,3.2,Yes,Positive,No,Yes,Yes,Yes,Low,1.9,Low,Auditory
17.2,Female,High School,50000,A,67.2,Medium,7.3,,Private,Low,High,Yes,Medium,High,High,Positive,Low,38.5,No,7.8,Balanced,Medium,7.4,Yes,Neutral,No,Yes,No,Yes,Medium,2.1,High,Visual
19.0,Male,,Unknown,B,76.3,High,1.3,Law,Private,Medium,Medium,,High,Medium,Medium,Positive,Medium,25.5,Yes,6.8,Unhealthy,Low,,Yes,Positive,No,No,Yes,Yes,High,3.2,Medium,Auditory
20.3,Male,Graduate,Unknown,B,69.8,Medium,4.1,Medicine,Private,Medium,,Yes,Medium,Medium,Low,Positive,Medium,27.2,Yes,4.5,Unhealthy,High,0.5,No,Neutral,No,,No,No,High,3.1,High,Kinesthetic
18.4,Male,College,40000,B,67.0,Low,6.5,Business,Public,High,Medium,Yes,Medium,High,,,Medium,29.1,Yes,7.3,Balanced,Medium,7.3,Yes,Neutral,No,Yes,No,No,Medium,2.7,Low,Visual
19.9,Male,Some College,50000,B,88.5,Medium,6.3,Arts,Public,Medium,High,Yes,Medium,High,,Positive,Medium,28.1,Yes,6.7,Healthy,High,7.4,Yes,Negative,No,Yes,Yes,No,Low,2.2,,Visual
18.8,Female,Graduate,50000,C,99.6,High,7.0,,Private,Medium,High,Yes,Low,,Low,Neutral,Medium,24.7,Yes,,Unhealthy,Medium,7.7,Yes,Positive,No,Yes,Yes,Yes,Medium,3.5,Medium,Auditory
20.7,Male,Graduate,30000,A,75.6,High,1.1,Business,Private,Medium,Low,Yes,Medium,Medium,High,Positive,Medium,30.0,Yes,5.5,Balanced,High,1.0,No,Positive,Yes,Yes,No,Yes,High,3.8,High,Kinesthetic
,Male,College,75000,B,83.2,High,1.13,Arts,Public,Medium,Medium,Yes,High,High,Medium,Positive,Low,20.5,Yes,7.1,,Medium,6.3,Yes,Neutral,No,Yes,No,No,Medium,1.2,Medium,Kinesthetic
15.0,Male,Graduate,30000,C,99.5,High,2.3,Science,Private,Medium,Low,Yes,High,Medium,High,,Low,26.2,Yes,7.7,Healthy,Low,2.2,No,Positive,No,Yes,Yes,,Low,2.1,Low,Auditory
,Male,Graduate,50000,B,91.9,Medium,6.3,Science,Public,Medium,Medium,No,Medium,High,Medium,Positive,Medium,35.4,Yes,7.4,Unhealthy,High,5.2,Yes,Positive,No,Yes,No,,Medium,0.5,Low,Visual
15.7,Female,High School,40000,B,87.5,Low,6.0,Law,Public,Low,Low,,Medium,High,High,Positive,Medium,29.4,Yes,4.5,Balanced,High,,No,Positive,No,Yes,No,No,High,2.9,High,Kinesthetic
23.0,Female,College,60000,B,78.5,High,5.1,Medicine,Public,Medium,Medium,No,High,High,Medium,Positive,Low,26.7,,7.2,Balanced,Low,6.7,Yes,Positive,Yes,Yes,Yes,Yes,High,1.5,Low,Auditory
18.4,Female,Some College,Unknown,C,98.8,Low,7.7,Business,Public,Low,High,Yes,Medium,High,,Positive,Medium,28.7,Yes,7.1,Healthy,Low,6.0,Yes,,No,Yes,Yes,No,Low,3.6,Medium,Auditory
20.6,Female,Graduate,50000,B,,Medium,4.9,Science,Private,Medium,Low,No,Medium,High,Low,Positive,,22.5,,,Unhealthy,High,1.8,Yes,Negative,No,,No,No,High,5.0,High,Kinesthetic
20.1,Female,College,40000,C,70.9,High,7.8,Law,,Low,High,Yes,Medium,Medium,High,Positive,Low,39.6,Yes,6.6,Healthy,High,1.9,Yes,Positive,No,Yes,Yes,Yes,Medium,3.0,Low,Auditory
18.2,Female,High School,40000,B,65.0,High,5.8,Law,Public,Medium,Medium,Yes,High,Medium,Medium,Positive,High,39.8,No,6.5,Balanced,Low,7.4,Yes,Positive,No,No,Yes,Yes,High,3.5,High,Visual
18.5,Male,High School,60000,A,66.7,High,5.1,Business,Private,,,No,Medium,,Low,Positive,Medium,32.0,Yes,5.4,Balanced,High,1.3,No,Negative,No,Yes,Yes,No,High,4.4,,Kinesthetic
25.6,Female,High School,60000,B,77.0,,6.6,Medicine,Public,Low,Low,Yes,Medium,High,High,Positive,Low,29.6,,8.3,Healthy,High,6.8,No,Neutral,No,Yes,No,No,Medium,1.7,High,Visual
21.4,Female,High School,75000,A,59.9,Low,1.2,Science,Public,Medium,Low,,Low,High,Low,Positive,Low,27.5,Yes,5.1,Healthy,High,0.4,Yes,,No,Yes,No,No,High,2.8,High,Kinesthetic
21.7,Female,Some College,75000,B,61.8,Low,4.1,Business,Public,Medium,Low,Yes,,Medium,Medium,Neutral,Medium,25.6,Yes,4.5,Balanced,High,0.5,Yes,Neutral,No,,Yes,No,High,1.8,High,Auditory
22.1,Male,College,75000,B,91.8,Low,7.8,Arts,Private,Medium,Medium,Yes,Medium,High,High,Positive,Low,32.7,Yes,6.9,Unhealthy,Medium,6.8,Yes,Neutral,No,Yes,Yes,No,Low,3.3,High,Visual
19.5,Female,,60000,A,83.4,Medium,2.1,Arts,Public,Medium,Low,No,Medium,Medium,Medium,Positive,Medium,39.2,Yes,5.5,Healthy,High,0.5,Yes,Positive,No,Yes,,No,High,0.4,High,Kinesthetic
19.3,Male,Some College,75000,C,86.2,High,5.8,Medicine,Private,Low,Medium,Yes,Medium,High,Low,Positive,High,35.5,Yes,4.6,Healthy,Medium,,Yes,Negative,No,Yes,No,No,Medium,2.1,Low,Visual
18.2,,High School,30000,B,72.05,High,3.7,Medicine,Private,Low,Medium,No,High,Medium,Medium,,Medium,34.6,No,7.4,Unhealthy,Medium,7.8,Yes,Positive,No,Yes,Yes,Yes,Low,0.5,Medium,Auditory
17.3,Male,Some College,60000,B,72.1,High,6.9,Arts,Public,Medium,Medium,No,Medium,High,Low,Positive,High,21.6,Yes,,Unhealthy,High,5.58,Yes,Neutral,Yes,Yes,Yes,No,Medium,1.3,High,Visual
17.3,Female,College,40000,C,90.6,High,7.2,Science,Private,,High,Yes,Low,High,Medium,Positive,Medium,36.3,Yes,8.6,Balanced,High,8.99,Yes,Neutral,No,Yes,Yes,Yes,Medium,1.5,Medium,Visual
22.2,Male,College,75000,C,94.8,,7.4,Arts,Public,High,Medium,No,High,High,Medium,Positive,High,36.9,Yes,7.6,Balanced,Medium,7.4,Yes,Negative,No,Yes,No,Yes,High,3.6,Medium,Visual
19.6,Female,Graduate,30000,B,89.2,Medium,6.4,Law,Private,Medium,Medium,No,Medium,High,Medium,Positive,Medium,36.7,No,8.5,Balanced,Medium,6.6,Yes,Positive,No,Yes,No,No,Low,3.8,Medium,Visual
21.0,Male,College,75000,B,90.2,Low,,Law,Private,Low,Medium,Yes,High,High,High,Positive,High,24.3,Yes,8.2,Healthy,Low,,Yes,Positive,No,Yes,,No,Medium,0.1,High,Visual
21.4,Male,College,30000,A,91.9,High,7.1,Law,,High,High,Yes,Medium,Low,High,Neutral,Medium,38.4,Yes,,Unhealthy,High,0.9,No,Positive,No,Yes,No,Yes,High,0.3,High,Kinesthetic
18.0,Female,High School,40000,B,83.9,Medium,5.1,Science,Private,Medium,Low,Yes,High,High,Medium,Negative,Medium,25.7,Yes,,Unhealthy,High,0.2,Yes,Positive,,Yes,Yes,No,High,2.3,High,Kinesthetic
21.1,Female,Some College,Unknown,A,93.3,High,2.4,Business,Private,High,Medium,No,High,Low,High,Positive,Medium,21.4,Yes,7.5,Unhealthy,,6.9,No,Positive,No,,Yes,,Medium,4.0,High,Auditory
21.2,Female,College,30000,A,63.4,Medium,7.9,Business,Private,Medium,Low,Yes,Medium,Medium,Medium,Neutral,Medium,31.0,Yes,5.3,Balanced,High,0.4,No,Neutral,Yes,Yes,No,No,High,2.1,High,Kinesthetic
19.1,Female,College,30000,A,81.0,High,4.6,Science,Public,Low,Low,No,Medium,High,Medium,Positive,Medium,20.1,Yes,4.9,Healthy,High,0.5,Yes,Positive,No,Yes,No,Yes,High,4.3,High,Kinesthetic
21.7,Female,High School,60000,B,91.3,Low,4.4,Medicine,Public,Low,High,No,High,,Medium,Positive,Medium,32.9,Yes,4.0,Balanced,High,1.2,No,Neutral,No,No,,Yes,High,0.3,High,Visual
19.6,Female,Some College,Unknown,A,86.9,High,2.5,,Private,Low,Medium,,Medium,Medium,Low,Neutral,Medium,35.7,Yes,8.0,Unhealthy,Medium,3.4,Yes,Positive,No,Yes,Yes,Yes,High,1.0,Low,Auditory
20.7,Male,Graduate,50000,,95.7,Low,0.8,Engineering,Public,Low,Low,Yes,High,Medium,High,Positive,Medium,37.6,Yes,4.3,Balanced,High,1.4,Yes,Neutral,No,Yes,No,No,High,4.6,High,Kinesthetic
15.4,Male,Some College,50000,A,70.2,Medium,2.0,Law,Private,Low,Low,No,Medium,High,,Neutral,Medium,30.8,Yes,4.5,Healthy,High,0.7,,Neutral,No,Yes,No,No,High,0.5,,Kinesthetic
20.2,Male,College,30000,A,62.2,High,4.8,Science,Private,,Low,Yes,High,Medium,High,Positive,Medium,28.8,No,6.8,Balanced,High,2.2,Yes,Positive,Yes,No,Yes,Yes,Medium,2.1,High,Auditory
21.3,Female,College,40000,B,65.3,High,,Medicine,Private,Low,Low,Yes,High,High,,Positive,Low,33.6,Yes,6.4,Balanced,,6.1,Yes,Negative,,Yes,Yes,No,High,4.1,Low,Visual
22.0,Male,College,75000,B,63.12,Medium,2.7,,Public,Medium,Low,Yes,Low,Medium,Medium,Positive,High,36.6,Yes,5.4,Unhealthy,High,2.1,Yes,Neutral,No,No,,No,High,2.9,High,Kinesthetic
18.9,Male,Some College,75000,A,,Medium,5.9,Science,Private,Medium,High,Yes,Medium,High,High,Positive,Low,20.6,No,7.7,Healthy,Medium,6.3,Yes,Neutral,Yes,Yes,No,No,Low,2.0,Medium,Visual
19.2,Male,Some College,Unknown,A,85.1,Medium,6.7,,Private,Low,Low,Yes,Low,High,Low,Positive,,27.1,No,8.2,Unhealthy,High,7.7,Yes,Negative,No,Yes,Yes,No,High,1.8,High,Visual
19.9,Female,Graduate,,B,93.0,Low,,Medicine,Private,Medium,Low,Yes,Medium,Medium,Medium,Neutral,Low,32.5,Yes,4.5,Balanced,High,0.4,No,Positive,No,Yes,No,No,High,1.7,High,Kinesthetic
18.1,Female,Some College,75000,C,70.8,Low,7.0,Business,Private,Medium,Low,Yes,Medium,High,Medium,Positive,High,21.1,Yes,5.4,Unhealthy,High,1.5,No,Neutral,Yes,Yes,Yes,Yes,High,4.6,High,Kinesthetic
23.0,Male,High School,50000,A,,High,1.7,Law,Public,High,High,,High,Medium,High,Neutral,Medium,31.4,Yes,7.5,Unhealthy,High,4.3,No,Positive,No,No,Yes,Yes,High,0.3,Low,Visual
19.2,Female,Graduate,30000,B,,High,7.1,Medicine,Private,Low,Medium,Yes,Low,High,High,Positive,High,37.5,Yes,6.9,Balanced,High,6.4,Yes,Negative,No,Yes,No,No,Medium,-0.2,Low,Visual
25.9,Female,Graduate,75000,A,96.7,Medium,5.1,Law,Public,Low,Low,Yes,Medium,Medium,Medium,,Medium,27.8,Yes,5.5,Unhealthy,,1.4,Yes,Positive,Yes,Yes,No,No,High,3.1,High,Kinesthetic
19.8,Female,High School,50000,B,63.0,High,7.2,Business,Public,Medium,High,No,High,High,Medium,Positive,Medium,24.3,No,,Healthy,High,7.2,Yes,Positive,Yes,Yes,No,No,High,4.1,Medium,Visual
22.7,Male,Some College,30000,,80.4,Low,1.08,Law,Public,High,High,No,High,High,Medium,Positive,Low,27.2,Yes,6.5,Balanced,High,5.6,Yes,Neutral,No,Yes,No,No,High,-0.2,High,Visual
19.6,Male,Some College,40000,B,91.9,Low,5.5,Medicine,Private,Medium,Low,No,High,,Medium,Neutral,Low,,Yes,4.6,Healthy,High,1.2,Yes,Positive,No,Yes,No,,High,3.2,High,Kinesthetic
16.4,Female,College,Unknown,A,63.11,High,6.6,Engineering,Private,Low,Medium,No,High,Low,High,,High,29.6,No,6.8,Balanced,Medium,5.4,Yes,Positive,,Yes,Yes,Yes,Medium,1.5,Low,Kinesthetic
19.9,Male,Some College,Unknown,B,61.1,Medium,3.3,Engineering,Public,Low,Low,Yes,High,Medium,Medium,Positive,Medium,22.3,Yes,5.4,Unhealthy,High,1.1,Yes,Neutral,Yes,No,No,No,High,4.2,High,Kinesthetic
18.6,Male,College,40000,A,67.6,Low,7.9,Engineering,Private,Low,Low,Yes,,Medium,High,Neutral,,39.9,Yes,5.3,Unhealthy,High,,Yes,Positive,No,Yes,No,No,High,2.3,High,Kinesthetic
17.9,Male,Graduate,30000,B,65.7,High,7.5,Arts,Private,Medium,Low,No,High,Medium,Medium,Positive,Medium,21.0,Yes,4.3,Unhealthy,High,0.9,No,Neutral,Yes,Yes,No,Yes,High,1.6,High,Kinesthetic
,Male,Some College,50000,B,63.8,Medium,,Arts,Public,Low,Low,Yes,Low,Medium,Medium,Positive,Medium,29.3,Yes,4.4,Unhealthy,High,1.7,Yes,Negative,Yes,No,,No,High,3.9,High,Kinesthetic
17.0,Female,Some College,40000,C,,High,0.0,Arts,Private,Medium,Low,Yes,,Medium,,Positive,Medium,36.3,No,7.8,Balanced,Medium,3.6,No,Positive,No,Yes,Yes,Yes,Medium,2.6,Low,Visual
21.6,Female,High School,50000,C,65.9,High,3.4,Law,,Medium,Medium,Yes,High,High,High,Positive,Low,32.3,Yes,7.0,Healthy,Medium,5.5,Yes,Positive,No,Yes,Yes,Yes,Medium,0.1,High,Auditory
28.6,Male,High School,40000,,,Medium,6.2,Medicine,Public,High,Low,Yes,Low,Low,Medium,,Medium,23.6,No,4.8,Balanced,Medium,9.27,Yes,Neutral,No,Yes,No,No,Low,,Low,Visual
20.6,Male,College,60000,B,69.4,High,6.5,,Private,High,Medium,No,Medium,High,Medium,Positive,High,29.9,Yes,5.2,Unhealthy,Low,6.4,Yes,Positive,Yes,Yes,No,No,High,2.8,Low,Visual
18.3,Male,Some College,40000,B,95.7,Low,4.3,Engineering,Public,Medium,Low,Yes,Medium,Low,,Neutral,High,21.0,Yes,4.9,Unhealthy,High,0.7,No,Negative,No,No,No,No,High,1.5,High,Kinesthetic
,Male,,50000,A,74.1,Medium,7.1,Medicine,,Low,Medium,Yes,High,High,Medium,Positive,High,25.4,No,6.1,Unhealthy,High,,Yes,Positive,,Yes,No,,Medium,4.1,Low,Visual
20.7,Male,College,60000,C,72.9,Low,,Law,Private,Medium,High,Yes,High,Low,High,Positive,Low,35.2,Yes,5.2,Balanced,High,0.1,Yes,Negative,Yes,Yes,No,Yes,High,1.1,High,Kinesthetic
19.1,Female,College,30000,B,62.6,High,2.3,Engineering,Public,Low,Low,Yes,High,High,Medium,Neutral,Medium,33.4,,7.6,Balanced,Low,1.8,No,Positive,Yes,No,Yes,Yes,Low,2.8,High,Auditory
20.8,Female,High School,60000,A,82.0,Medium,2.1,Medicine,Public,High,Medium,Yes,High,High,Low,Neutral,High,35.6,No,7.2,Unhealthy,Low,5.0,Yes,Positive,No,No,Yes,Yes,Low,,Medium,Auditory
21.8,Female,College,60000,A,,High,5.4,Law,Private,High,High,Yes,High,Medium,Medium,Positive,High,28.3,No,7.7,Healthy,Low,3.8,Yes,Positive,Yes,No,Yes,Yes,Medium,,High,Auditory
21.3,,Graduate,50000,A,82.2,High,2.21,Engineering,Public,High,Low,Yes,High,Medium,High,Neutral,Low,37.3,Yes,5.2,,High,0.7,No,Neutral,No,No,Yes,Yes,,1.3,High,Kinesthetic
,Male,Some College,75000,A,96.0,High,7.1,Medicine,Private,,Medium,,High,High,High,Neutral,Low,26.0,No,7.7,Balanced,Low,2.0,Yes,Positive,No,,Yes,Yes,Medium,3.9,High,Auditory
20.3,Male,High School,50000,B,73.7,Medium,1.6,Medicine,Public,Medium,Low,Yes,Medium,Low,Low,Positive,,22.9,Yes,4.3,Balanced,High,1.33,Yes,Negative,No,No,No,No,High,,High,Visual
17.4,,High School,75000,B,68.7,High,2.6,Law,Private,Low,Low,Yes,High,Low,Medium,Negative,High,24.8,No,7.8,Unhealthy,High,1.8,No,Positive,No,Yes,Yes,Yes,Medium,3.6,Medium,Auditory
23.3,Female,College,75000,B,72.5,High,5.1,Engineering,Private,Medium,,No,High,Low,Medium,Negative,Medium,33.1,Yes,5.2,Balanced,High,7.67,No,Neutral,No,Yes,No,,High,1.7,High,Kinesthetic
20.1,Female,Graduate,60000,B,67.3,High,,Law,Public,Medium,Medium,Yes,High,,Medium,Negative,Medium,38.3,Yes,6.4,Unhealthy,High,2.4,Yes,Positive,Yes,Yes,Yes,Yes,Low,1.5,Medium,Visual
23.0,Female,College,50000,B,84.0,Medium,6.3,Engineering,Public,Medium,Low,No,Medium,High,,Positive,Medium,21.6,No,5.0,Unhealthy,Medium,5.3,Yes,Neutral,Yes,Yes,No,No,Medium,0.6,,Visual
18.2,Female,College,Unknown,A,85.5,High,5.2,Arts,Private,Medium,High,No,High,Medium,Medium,Neutral,High,20.3,Yes,6.9,Healthy,High,6.6,Yes,Positive,No,Yes,Yes,Yes,Low,2.1,Low,Auditory
16.1,Male,College,Unknown,B,95.6,Medium,7.5,Engineering,Private,Low,Medium,Yes,High,High,Medium,Positive,Medium,20.9,Yes,7.8,Unhealthy,Low,6.1,Yes,Neutral,No,Yes,,No,High,3.0,Low,Visual
20.3,Male,Some College,50000,A,63.6,Low,0.1,Science,Private,High,,Yes,High,High,High,Neutral,Medium,22.2,Yes,5.4,Unhealthy,High,1.3,Yes,Negative,No,Yes,No,No,High,1.5,,Kinesthetic
19.8,Male,College,60000,B,91.2,,6.0,Science,Private,Medium,Low,Yes,Medium,High,Medium,Positive,,21.5,Yes,,Unhealthy,,8.1,Yes,Negative,Yes,Yes,No,No,Medium,4.0,High,Visual
18.4,Male,Graduate,30000,B,62.7,High,3.3,Science,Public,Low,,Yes,High,High,High,Positive,Medium,30.0,No,8.1,Balanced,Medium,1.9,Yes,Positive,No,Yes,Yes,Yes,,-0.3,Medium,Auditory
20.5,Female,College,75000,B,80.0,High,3.8,Medicine,Private,Medium,High,Yes,High,Medium,Low,Positive,High,40.4,Yes,6.7,Healthy,Medium,2.1,Yes,Positive,No,Yes,Yes,Yes,Low,4.9,Low,Auditory
18.3,Female,Some College,60000,B,,Low,3.0,Medicine,Public,Medium,Low,,Low,High,Medium,Neutral,High,36.5,Yes,3.8,Healthy,High,1.5,Yes,Positive,No,Yes,Yes,,High,0.5,High,Kinesthetic
18.4,Male,High School,75000,C,,Low,6.8,Law,Public,Low,High,,High,High,Medium,Positive,Low,33.8,No,5.0,Unhealthy,Medium,7.5,Yes,Positive,No,Yes,Yes,Yes,Medium,2.7,Medium,Visual
20.0,,High School,60000,A,65.6,Low,5.5,Business,Public,Medium,Low,Yes,Medium,High,Low,Neutral,High,36.9,Yes,4.0,Healthy,High,0.5,Yes,,No,No,No,No,High,1.6,High,Kinesthetic
19.5,Male,High School,75000,,73.3,Medium,,Law,Private,Medium,Low,No,,Low,Medium,,High,32.0,Yes,4.1,Healthy,High,0.9,Yes,Neutral,Yes,No,No,No,High,2.0,High,Kinesthetic
19.2,Female,College,40000,A,99.5,Medium,8.2,Science,Private,Medium,Medium,Yes,Medium,High,Medium,Positive,Medium,26.9,Yes,5.0,Unhealthy,Medium,6.2,Yes,Negative,No,Yes,No,No,Medium,2.0,Low,Visual
18.2,Female,Graduate,Unknown,B,80.4,Medium,7.0,Business,Private,Low,High,,Low,High,High,Positive,Low,25.9,No,5.2,Healthy,Low,5.5,Yes,Negative,No,Yes,Yes,No,High,1.4,Medium,Visual
